2020-03-15	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-03-22	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-03-29	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-04-05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-04-12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-04-19	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-04-26	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-05-03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-05-10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-05-17	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-05-24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-05-31	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-06-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-06-14	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-06-21	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-06-28	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-07-05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-07-12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-07-19	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-07-26	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-08-02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-08-09	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-08-16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-08-23	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-08-30	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-09-06	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-09-13	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-09-20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-09-27	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-10-04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-10-11	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-10-18	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-10-25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-11-01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-11-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-11-15	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-11-22	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-11-29	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-12-06	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-12-13	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-12-20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-12-27	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-01-03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-01-10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-01-17	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-01-24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-01-31	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-02-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-02-14	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-02-21	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-02-28	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-03-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-03-14	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-03-21	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-03-28	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2021-04-04	0	0	0	0	1	0	3	3	0	0	0
2021-04-11	0	0	0	0	1	5	7	4	0	0	0
2021-04-18	0	0	0	0	6	6	13	5	0	0	0
2021-04-25	0	0	0	0	10	7	23	6	0	0	0
2021-05-02	0	0	0	0	9	8	27	4	0	0	0
2021-05-09	0	0	0	0	11	10	41	2	0	0	0
2021-05-16	0	0	0	0	7	12	40	2	0	0	0
2021-05-23	0	0	0	0	4	14	43	4	0	0	0
2021-05-30	0	0	0	0	5	12	33	5	0	0	0
2021-06-06	0	0	0	0	4	12	26	5	0	0	0
2021-06-13	0	0	0	0	6	9	26	5	0	0	0
2021-06-20	0	0	0	0	5	12	31	6	0	0	0
2021-06-27	0	0	0	0	6	316	36	5	0	0	0
2021-07-04	0	0	0	0	5	316	38	7	0	0	0
2021-07-11	0	0	0	0	6	316	35	11	0	0	0
2021-07-18	0	0	0	0	7	313	33	9	0	0	0
2021-07-25	0	0	0	0	6	283	37	9	0	0	0
2021-08-01	0	0	0	0	6	314	36	9	0	0	0
2021-08-08	0	0	0	0	5	313	42	6	0	0	0
2021-08-15	0	0	0	0	5	315	43	7	0	0	0
2021-08-22	0	0	0	0	5	268	36	7	0	0	0
2021-08-29	0	0	0	0	6	284	33	6	0	0	0
2021-09-05	0	0	0	0	6	305	36	8	0	0	0
2021-09-12	0	0	0	0	6	301	29	4	0	0	0
2021-09-19	0	0	0	0	2	298	28	5	0	0	0
2021-09-26	0	0	0	0	1	271	29	7	0	0	0
2021-10-03	0	0	0	0	1	305	22	6	0	0	0
2021-10-10	0	0	0	0	2	311	17	6	0	0	0
2021-10-17	0	0	0	0	2	311	20	5	0	0	0
2021-10-24	0	0	0	0	2	193	19	3	0	0	0
2021-10-31	0	0	0	0	2	276	21	3	0	0	0
2021-11-07	0	0	0	0	0	261	23	3	0	0	0
2021-11-14	0	0	0	0	1	451	282	38	0	0	0
2021-11-21	0	0	0	0	1	631	723	115	5	0	0
2021-11-28	0	0	0	0	1	714	1283	202	5	0	0
2021-12-05	0	0	0	0	1	957	1795	293	6	0	0
2021-12-12	0	0	0	0	0	1201	2402	388	24	0	0
2021-12-19	0	0	0	0	0	1200	2566	396	35	0	0
2021-12-26	0	0	0	0	1	1223	2611	378	54	0	0
2022-01-02	0	0	0	0	1	1291	2657	393	85	0	0
